regime_type,regime,observations,tom_days,tom_daily_mean,all_other_days_mean,tom_minus_all_other_daily,hac_se,hac_z,hac_p,hac_lags,tom_win_rate,other_win_rate
publication_regime,PRE_PUBLICATION,9383,1773,0.0014917089678510998,0.00023409986859395537,0.0012576090992571403,0.0002201945947123027,5.711353182398874,1.1208136641016608e-08,10,0.6181613085166384,0.5371879106438896
publication_regime,PUBLISHED_PRE_DECIMAL,3605,687,0.001716448326055313,0.0002735777930089103,0.001442870533046403,0.0004390003700140927,3.2867182617638435,0.0010136218940872688,8,0.5909752547307132,0.5370116518163125
publication_regime,POST_DECIMAL_PRE_T2,4127,786,0.0006073791348600508,0.00030999700688416637,0.000297382127975884,0.000439441268419685,0.676727811762712,0.49857866717489885,9,0.5305343511450382,0.539060161628255
publication_regime,T2,1692,322,0.0007406832298136647,0.000557080291970803,0.00018360293784286074,0.0007649153446693465,0.24003040221689845,0.8103066878815841,7,0.5434782608695652,0.551094890510949
publication_regime,T1,524,100,0.00044300000000000003,0.0008622641509433963,-0.00041926415094339486,0.0010598528214351285,-0.39558714423732577,0.6924096225002265,5,0.62,0.5542452830188679
